size,duration,throughput
1024,0.006642,154172.032755
1116,0.006573,169780.872922
1217,0.007204,168937.082473
1327,0.007238,183335.477656
1448,0.011218,129074.231555
1579,0.010896,144912.119421
1722,0.011690,147307.960690
1878,0.010572,177636.183797
2048,0.017320,118247.349207
2233,0.020565,108580.793900
2435,0.017258,141089.916788
2655,0.017303,153443.805319
2896,0.022553,128410.176207
3158,0.019615,161002.725127
3444,0.027544,125036.722870
3756,0.021674,173297.244538
4096,0.035905,114079.345259
4466,0.031001,144061.529361
4870,0.064330,75703.912820
5311,0.044580,119135.241661
5792,0.086258,67147.731586
6316,0.052254,120870.729286
6888,0.060269,114286.819616
7512,0.061875,121406.507607
8192,0.052776,155223.137038
8933,0.054116,165071.427162
9741,0.063281,153933.348239
10623,0.080804,131466.336342
11585,0.090973,127345.385625
12633,0.120158,105136.255154
13777,0.101241,136080.738776
15024,0.116472,128992.193206
16384,0.117606,139312.541923
17866,0.134656,132678.343661
19483,0.222403,87602.205537
21247,0.229302,92659.561786
23170,0.602001,38488.317481
25267,0.557910,45288.644849
27554,0.687823,40059.711324
30048,1.869081,16076.345877
32768,1.308588,25040.731721
35733,1.123399,31807.945863
38967,1.013251,38457.405724
42494,1.875810,22653.685816
46340,3.257654,14224.959935
50535,2.192245,23051.713438
55108,1.920956,28687.805213
60096,3.772852,15928.534520
65536,2.163937,30285.541873
